epoch,loss,val_loss
107,0.13306011259555817,0.11952397227287292
108,0.13296133279800415,0.11587083339691162
109,0.13194310665130615,0.11618483811616898
110,0.13176412880420685,0.11581654846668243
111,0.13247478008270264,0.11452240496873856
112,0.13214550912380219,0.11795385181903839
113,0.13205689191818237,0.1182447224855423
114,0.13112200796604156,0.1152619943022728
115,0.13120153546333313,0.11872365325689316
116,0.1316806972026825,0.11863115429878235
117,0.1320323795080185,0.11660415679216385
118,0.13178929686546326,0.11765508353710175
119,0.13154660165309906,0.11691353470087051
120,0.1314510703086853,0.11445175111293793
121,0.13146385550498962,0.11562737822532654
122,0.13112835586071014,0.11760757863521576
123,0.13071362674236298,0.11625697463750839
124,0.1313719004392624,0.11580098420381546
125,0.1313377022743225,0.11278872191905975
126,0.13057811558246613,0.11523403227329254
127,0.1311514973640442,0.11727917939424515
128,0.1310795098543167,0.11377204209566116
129,0.13033343851566315,0.11733531206846237
130,0.13051824271678925,0.1133226528763771
131,0.13013266026973724,0.11917715519666672
132,0.13049060106277466,0.11685287952423096
133,0.1302434802055359,0.11953246593475342
134,0.12976373732089996,0.11339066177606583
135,0.13053321838378906,0.12292355298995972
136,0.13038678467273712,0.1142100840806961
137,0.13008876144886017,0.11407142877578735
138,0.129663348197937,0.11274199187755585
139,0.12925490736961365,0.1133575290441513
140,0.12986993789672852,0.11958147585391998
141,0.13017591834068298,0.1204112246632576
142,0.12973082065582275,0.11402866989374161
143,0.12937089800834656,0.11526042222976685
144,0.1298045516014099,0.12214735150337219
145,0.12954390048980713,0.1148989200592041
146,0.13003511726856232,0.11620309948921204
147,0.12890468537807465,0.11282765120267868
148,0.12908588349819183,0.11173006892204285
149,0.12964016199111938,0.1147916167974472
150,0.12851260602474213,0.11197498440742493
151,0.12860886752605438,0.11212602257728577
152,0.12914900481700897,0.11977801471948624
153,0.1290229856967926,0.11495549976825714
154,0.12828655540943146,0.11322600394487381
155,0.1287475824356079,0.11271514743566513
156,0.12871503829956055,0.11471307277679443
157,0.1286311149597168,0.11613895744085312
158,0.12911522388458252,0.11193633079528809
159,0.12827469408512115,0.11391843855381012
160,0.12851567566394806,0.11180982738733292
161,0.12768550217151642,0.11630938947200775
162,0.12803645431995392,0.11377814412117004
163,0.12785199284553528,0.11523697525262833
164,0.12807078659534454,0.11193937808275223
165,0.12842513620853424,0.11171358823776245
166,0.1281295120716095,0.11182720959186554
167,0.12775419652462006,0.11579330265522003
168,0.12805859744548798,0.11301109194755554
169,0.12825742363929749,0.11518586426973343
170,0.12755469977855682,0.11080850660800934
171,0.12771378457546234,0.11331985145807266
172,0.12797001004219055,0.12799504399299622
173,0.12795209884643555,0.110824353992939
174,0.1284378170967102,0.11543943732976913
175,0.1276577115058899,0.11495649069547653
176,0.12729141116142273,0.11140269041061401
177,0.1271345019340515,0.1111987829208374
178,0.12730710208415985,0.11285998672246933
179,0.12663844227790833,0.11674902588129044
180,0.12655480206012726,0.112400121986866
181,0.12745288014411926,0.11029762029647827
182,0.12701687216758728,0.11583829671144485
183,0.12671053409576416,0.11387365311384201
184,0.1273656040430069,0.11845998466014862
185,0.12676218152046204,0.11036655306816101
186,0.12704148888587952,0.11489386856555939
187,0.12742359936237335,0.1176503598690033
188,0.1268945336341858,0.1107076033949852
188,0.1271388977766037,0.11201460659503937
189,0.12712816894054413,0.11202196776866913
190,0.12701550126075745,0.11289872974157333
191,0.12681734561920166,0.11559227854013443
192,0.1272483468055725,0.11028507351875305
193,0.12679778039455414,0.11443440616130829
194,0.12645867466926575,0.11098229140043259
195,0.12626244127750397,0.11016804724931717
196,0.12630321085453033,0.11291198432445526
197,0.12653297185897827,0.1160288006067276
198,0.12562629580497742,0.11196138709783554
199,0.12634532153606415,0.1134854331612587
