epoch,loss
0,147.03981018066406
1,119.7923355102539
2,112.95765686035156
3,108.53119659423828
4,105.47449493408203
5,103.6278076171875
6,101.32320404052734
7,100.53522491455078
8,98.09780883789062
9,96.94580841064453
10,95.8222885131836
11,95.36054992675781
12,94.70391082763672
13,94.08855438232422
14,92.59730529785156
15,92.4722900390625
16,91.37661743164062
17,90.86396789550781
18,91.36112213134766
19,90.36605834960938
20,89.76826477050781
21,89.80867004394531
22,89.91900634765625
23,87.69065856933594
24,88.1622543334961
25,88.34821319580078
26,87.53147888183594
27,87.2994384765625
28,86.54415130615234
29,86.98768615722656
30,86.70882415771484
31,86.5948486328125
32,86.03168487548828
33,85.65266418457031
34,84.70565032958984
35,85.14276123046875
36,84.89122772216797
37,85.576171875
38,85.1141357421875
39,84.7132339477539
40,84.48682403564453
41,84.2209701538086
42,83.80521392822266
43,84.17330169677734
44,83.99065399169922
45,83.73268127441406
46,83.12128448486328
47,82.54220581054688
48,82.44274139404297
49,82.6453628540039
50,82.7059097290039
51,82.37946319580078
52,82.24761962890625
53,82.33892822265625
54,81.79676055908203
55,81.85590362548828
56,81.72480773925781
57,81.14495086669922
58,81.71605682373047
59,81.19893646240234
60,81.32881164550781
61,81.2912826538086
62,81.05290222167969
63,80.87669372558594
64,81.4206771850586
65,80.54410552978516
66,80.44157409667969
67,80.36872100830078
68,80.83078002929688
69,80.90653991699219
70,79.52955627441406
71,80.37378692626953
72,80.23861694335938
73,80.25119018554688
74,79.7665786743164
75,79.7225341796875
76,79.4441909790039
77,79.65141296386719
78,79.7293701171875
79,79.45526123046875
80,79.36326599121094
81,78.7903060913086
82,79.08716583251953
83,79.19439697265625
84,79.51720428466797
85,78.40152740478516
86,79.32819366455078
87,78.66685485839844
88,78.53787994384766
89,78.73355102539062
90,78.97355651855469
91,78.89684295654297
92,78.39911651611328
93,77.94032287597656
94,78.00699615478516
95,78.24244689941406
96,78.18695831298828
97,78.06946563720703
98,77.97486114501953
99,77.94285583496094
100,78.11343383789062
101,78.19249725341797
102,77.83770751953125
103,77.47338104248047
104,77.43052673339844
105,77.2308578491211
106,77.90047454833984
107,77.51533508300781
108,78.09797668457031
109,77.27313995361328
110,77.59913635253906
111,77.50031280517578
112,76.86209106445312
113,77.52527618408203
114,77.15021514892578
115,77.80474090576172
116,76.97516632080078
117,77.30963134765625
118,76.90133666992188
119,76.17829895019531
120,76.78582000732422
121,77.09616088867188
122,76.94989013671875
123,76.63703918457031
124,76.42142486572266
125,76.35330200195312
126,76.8357925415039
127,76.33125305175781
128,76.53646850585938
129,76.3395767211914
130,76.50193786621094
131,76.13175201416016
132,76.07610321044922
133,76.50904083251953
